51 
 0 84 133 217 154 119 161 84 168 238 84 147 294 189 252 133 217 196 322 147 189 49 154 203 231 133 56 112 147 231 119 42 301 217 189 217 210 133 301 392 308 315 238 266 294 98 161 84 182 168 98
 84 0 105 259 147 196 245 154 112 196 77 175 350 266 245 63 238 252 357 84 105 77 238 287 301 203 133 133 63 168 161 77 273 140 133 168 224 105 245 434 350 336 322 273 280 140 203 175 147 98 147
 133 105 0 350 252 245 245 147 217 301 175 266 427 322 357 161 336 329 448 56 168 84 259 322 364 175 189 63 119 259 112 161 378 224 70 84 329 210 343 525 441 434 329 378 392 224 294 196 252 189 231
 217 259 350 0 140 147 259 266 231 217 189 91 105 126 133 245 56 56 105 343 315 266 217 203 126 301 168 329 308 266 322 189 217 294 392 427 91 189 287 175 91 112 287 105 175 126 56 203 196 266 119
 154 147 252 140 0 175 280 231 84 98 77 63 245 210 105 112 105 161 224 231 175 189 252 273 238 280 147 259 175 126 273 112 147 147 280 315 77 49 168 294 231 196 343 126 140 84 105 203 56 119 98
 119 196 245 147 175 0 112 126 238 280 154 126 189 70 238 224 175 105 245 266 287 161 77 98 119 154 63 210 259 294 189 119 315 294 308 329 189 189 350 308 224 259 161 231 287 98 112 63 231 252 77
 161 245 245 259 280 112 0 98 322 378 231 238 280 154 357 287 287 210 350 280 350 182 42 98 189 77 140 182 308 385 147 189 420 371 315 322 308 280 448 406 329 371 84 350 399 196 224 77 329 329 182
 84 154 147 266 231 126 98 0 252 322 168 210 315 196 322 210 273 224 364 182 259 84 112 175 238 49 98 91 210 308 63 119 378 294 217 231 280 210 385 434 350 371 182 329 371 161 217 63 266 245 154
 168 112 217 231 84 238 322 252 0 84 91 147 336 287 161 56 189 245 308 175 91 182 301 336 315 301 189 245 112 56 273 133 168 63 224 266 161 49 133 378 315 273 392 196 182 147 189 245 42 42 161
 238 196 301 217 98 280 378 322 84 0 154 161 322 308 112 140 168 252 273 259 168 259 350 371 329 371 238 329 196 63 350 196 84 112 301 343 133 105 70 336 287 224 441 154 112 182 196 301 56 119 196
 84 77 175 189 77 154 231 168 91 154 0 98 280 210 182 70 161 182 280 161 140 112 217 252 245 217 98 182 119 147 196 42 217 147 210 245 147 49 217 357 280 259 308 203 217 70 133 154 98 105 84
 147 175 266 91 63 126 238 210 147 161 98 0 189 147 119 161 70 98 182 259 231 189 203 210 175 252 112 259 217 189 259 112 189 210 308 343 70 98 231 259 182 168 287 119 161 49 42 168 119 175 56
 294 350 427 105 245 189 280 315 336 322 280 189 0 126 224 350 154 98 98 434 413 343 238 189 91 336 238 399 406 371 378 273 308 399 483 511 189 287 385 133 63 154 273 189 259 210 147 252 301 364 203
 189 266 322 126 210 70 154 196 287 308 210 147 126 0 245 280 168 70 203 336 350 238 112 77 42 210 133 280 322 336 259 182 329 350 378 406 196 238 378 259 175 231 161 224 294 140 112 126 273 308 126
 252 245 357 133 105 238 357 322 161 112 182 119 224 245 0 210 77 175 161 329 259 287 322 322 252 371 231 357 273 175 371 210 84 210 378 413 49 147 161 231 182 112 399 42 49 161 133 287 119 203 175
 133 63 161 245 112 224 287 210 56 140 70 161 350 280 210 0 217 252 336 126 70 133 273 315 315 259 161 196 63 105 224 105 224 84 168 210 196 63 189 413 336 308 364 238 238 140 196 210 98 42 154
 217 238 336 56 105 175 287 273 189 168 161 70 154 168 77 217 0 98 119 322 280 259 252 245 175 315 175 329 280 217 329 175 161 245 371 406 35 154 231 196 126 98 329 63 126 119 63 224 154 224 119
 196 252 329 56 161 105 210 224 245 252 182 98 98 70 175 252 98 0 140 329 322 245 168 147 77 252 140 301 308 287 287 175 259 308 378 406 133 196 322 210 119 161 231 154 224 112 56 161 217 273 105
 322 357 448 105 224 245 350 364 308 273 280 182 98 203 161 336 119 140 0 441 399 371 308 273 182 399 273 434 399 329 427 287 231 364 490 525 147 273 322 77 35 63 364 119 182 224 154 308 266 343 224
 147 84 56 343 231 266 280 182 175 259 161 259 434 336 329 126 322 329 441 0 119 105 287 343 378 224 203 119 70 217 161 154 343 175 49 91 308 182 301 518 434 420 364 357 357 217 287 224 217 147 224
 189 105 168 315 175 287 350 259 91 168 140 231 413 350 259 70 280 322 399 119 0 175 336 385 385 308 231 217 49 112 259 168 252 63 147 189 252 126 189 469 406 364 427 294 273 210 266 273 140 56 224
 49 77 84 266 189 161 182 84 182 259 112 189 343 238 287 133 259 245 371 105 175 0 182 238 280 133 105 70 126 238 91 84 329 217 147 168 252 154 315 441 357 357 266 308 329 147 210 119 210 168 147
 154 238 259 217 252 77 42 112 301 350 217 203 238 112 322 273 252 168 308 287 336 182 0 63 147 112 119 203 301 364 168 175 392 357 322 343 266 252 420 364 280 329 91 308 364 168 189 63 301 315 154
 203 287 322 203 273 98 98 175 336 371 252 210 189 77 322 315 245 147 273 343 385 238 63 0 98 175 154 266 350 392 238 217 399 392 385 406 266 287 441 322 245 308 84 301 364 189 182 119 329 350 175
 231 301 364 126 238 119 189 238 315 329 245 175 91 42 252 315 175 77 182 378 385 280 147 98 0 252 175 322 364 364 301 224 336 378 420 448 210 266 399 224 147 217 182 231 301 175 133 175 294 343 161
 133 203 175 301 280 154 77 49 301 371 217 252 336 210 371 259 315 252 399 224 308 133 112 175 252 0 140 112 259 357 70 175 427 343 245 252 322 266 434 462 378 406 154 371 413 203 252 91 315 294 196
 56 133 189 168 147 63 140 98 189 238 98 112 238 133 231 161 175 140 273 203 231 105 119 154 175 140 0 161 196 245 154 56 287 238 245 273 182 140 308 343 259 273 210 231 273 63 119 63 189 196 56
 112 133 63 329 259 210 182 91 245 329 182 259 399 280 357 196 329 301 434 119 217 70 203 266 322 112 161 0 168 301 42 154 399 266 133 140 322 224 378 504 420 427 266 378 399 210 273 154 273 231 210
 147 63 119 308 175 259 308 210 112 196 119 217 406 322 273 63 280 308 399 70 49 126 301 350 364 259 196 168 0 147 210 140 280 105 112 154 259 126 231 476 399 371 385 301 294 196 259 238 154 77 203
 231 168 259 266 126 294 385 308 56 63 147 189 371 336 175 105 217 287 329 217 112 238 364 392 364 357 245 301 147 0 329 196 147 49 252 294 182 105 84 399 343 287 455 210 175 203 231 301 70 70 217
 119 161 112 322 273 189 147 63 273 350 196 259 378 259 371 224 329 287 427 161 259 91 168 238 301 70 154 42 210 329 0 161 420 301 182 182 329 245 406 497 413 427 224 378 413 210 273 126 294 259 210
 42 77 161 189 112 119 189 119 133 196 42 112 273 182 210 105 175 175 287 154 168 84 175 217 224 175 56 154 140 196 161 0 259 182 203 238 175 91 259 364 280 280 266 224 252 63 133 112 147 140 70
 301 273 378 217 147 315 420 378 168 84 217 189 308 329 84 224 161 259 231 343 252 329 392 399 336 427 287 399 280 147 420 259 0 189 385 427 126 175 98 287 259 175 476 119 49 224 210 350 126 203 238
 217 140 224 294 147 294 371 294 63 112 147 210 399 350 210 84 245 308 364 175 63 217 357 392 378 343 238 266 105 49 301 182 189 0 210 252 217 112 126 434 371 322 448 252 224 210 252 294 98 42 224
 189 133 70 392 280 308 315 217 224 301 210 308 483 378 378 168 371 378 490 49 147 147 322 385 420 245 245 133 112 252 182 203 385 210 0 42 357 231 336 567 483 469 399 406 406 266 336 266 266 189 273
 217 168 84 427 315 329 322 231 266 343 245 343 511 406 413 210 406 406 525 91 189 168 343 406 448 252 273 140 154 294 182 238 427 252 42 0 392 266 378 602 518 504 406 441 448 301 371 280 308 231 308
 210 224 329 91 77 189 308 280 161 133 147 70 189 196 49 196 35 133 147 308 252 252 266 266 210 322 182 322 259 182 329 175 126 217 357 392 0 126 196 217 161 112 350 49 98 119 84 238 119 196 126
 133 105 210 189 49 189 280 210 49 105 49 98 287 238 147 63 154 196 273 182 126 154 252 287 266 266 140 224 126 105 245 91 175 112 231 266 126 0 168 343 273 245 343 175 182 98 140 196 56 77 112
 301 245 343 287 168 350 448 385 133 70 217 231 385 378 161 189 231 322 322 301 189 315 420 441 399 434 308 378 231 84 406 259 98 126 336 378 196 168 0 385 343 266 511 203 147 252 266 364 119 154 266
 392 434 525 175 294 308 406 434 378 336 357 259 133 259 231 413 196 210 77 518 469 441 364 322 224 462 343 504 476 399 497 364 287 434 567 602 217 343 385 0 84 112 406 189 238 301 231 371 336 420 294
 308 350 441 91 231 224 329 350 315 287 280 182 63 175 182 336 126 119 35 434 406 357 280 245 147 378 259 420 399 343 413 280 259 371 483 518 161 273 343 84 0 91 329 140 210 217 147 287 280 350 210
 315 336 434 112 196 259 371 371 273 224 259 168 154 231 112 308 98 161 63 420 364 357 329 308 217 406 273 427 371 287 427 280 175 322 469 504 112 245 266 112 91 0 392 70 126 217 154 315 224 308 217
 238 322 329 287 343 161 84 182 392 441 308 287 273 161 399 364 329 231 364 364 427 266 91 84 182 154 210 266 385 455 224 266 476 448 399 406 350 343 511 406 329 392 0 385 448 259 266 154 392 406 245
 266 273 378 105 126 231 350 329 196 154 203 119 189 224 42 238 63 154 119 357 294 308 308 301 231 371 231 378 301 210 378 224 119 252 406 441 49 175 203 189 140 70 385 0 70 168 126 280 154 238 175
 294 280 392 175 140 287 399 371 182 112 217 161 259 294 49 238 126 224 182 357 273 329 364 364 301 413 273 399 294 175 413 252 49 224 406 448 98 182 147 238 210 126 448 70 0 210 182 329 140 224 217
 98 140 224 126 84 98 196 161 147 182 70 49 210 140 161 140 119 112 224 217 210 147 168 189 175 203 63 210 196 203 210 63 224 210 266 301 119 98 252 301 217 217 259 168 210 0 70 119 133 168 14
 161 203 294 56 105 112 224 217 189 196 133 42 147 112 133 196 63 56 154 287 266 210 189 182 133 252 119 273 259 231 273 133 210 252 336 371 84 140 266 231 147 154 266 126 182 70 0 161 161 217 63
 84 175 196 203 203 63 77 63 245 301 154 168 252 126 287 210 224 161 308 224 273 119 63 119 175 91 63 154 238 301 126 112 350 294 266 280 238 196 364 371 287 315 154 280 329 119 161 0 245 252 112
 182 147 252 196 56 231 329 266 42 56 98 119 301 273 119 98 154 217 266 217 140 210 301 329 294 315 189 273 154 70 294 147 126 98 266 308 119 56 119 336 280 224 392 154 140 133 161 245 0 84 154
 168 98 189 266 119 252 329 245 42 119 105 175 364 308 203 42 224 273 343 147 56 168 315 350 343 294 196 231 77 70 259 140 203 42 189 231 196 77 154 420 350 308 406 238 224 168 217 252 84 0 182
 98 147 231 119 98 77 182 154 161 196 84 56 203 126 175 154 119 105 224 224 224 147 154 175 161 196 56 210 203 217 210 70 238 224 273 308 126 112 266 294 210 217 245 175 217 14 63 112 154 182 0
 0 36 57 93 66 51 69 36 72 102 36 63 126 81 108 57 93 84 138 63 81 21 66 87 99 57 24 48 63 99 51 18 129 93 81 93 90 57 129 168 132 135 102 114 126 42 69 36 78 72 42
 36 0 45 111 63 84 105 66 48 84 33 75 150 114 105 27 102 108 153 36 45 33 102 123 129 87 57 57 27 72 69 33 117 60 57 72 96 45 105 186 150 144 138 117 120 60 87 75 63 42 63
 57 45 0 150 108 105 105 63 93 129 75 114 183 138 153 69 144 141 192 24 72 36 111 138 156 75 81 27 51 111 48 69 162 96 30 36 141 90 147 225 189 186 141 162 168 96 126 84 108 81 99
 93 111 150 0 60 63 111 114 99 93 81 39 45 54 57 105 24 24 45 147 135 114 93 87 54 129 72 141 132 114 138 81 93 126 168 183 39 81 123 75 39 48 123 45 75 54 24 87 84 114 51
 66 63 108 60 0 75 120 99 36 42 33 27 105 90 45 48 45 69 96 99 75 81 108 117 102 120 63 111 75 54 117 48 63 63 120 135 33 21 72 126 99 84 147 54 60 36 45 87 24 51 42
 51 84 105 63 75 0 48 54 102 120 66 54 81 30 102 96 75 45 105 114 123 69 33 42 51 66 27 90 111 126 81 51 135 126 132 141 81 81 150 132 96 111 69 99 123 42 48 27 99 108 33
 69 105 105 111 120 48 0 42 138 162 99 102 120 66 153 123 123 90 150 120 150 78 18 42 81 33 60 78 132 165 63 81 180 159 135 138 132 120 192 174 141 159 36 150 171 84 96 33 141 141 78
 36 66 63 114 99 54 42 0 108 138 72 90 135 84 138 90 117 96 156 78 111 36 48 75 102 21 42 39 90 132 27 51 162 126 93 99 120 90 165 186 150 159 78 141 159 69 93 27 114 105 66
