100 
 0 5079 6756 3312 7569 1191 4341 1275 4272 2247 2706 4641 7662 7134 3045 3777 3054 3501 2442 4215 2655 3990 2646 3618 3582 4533 4716 1248 6243 6435 2661 2370 7923 5412 4728 3519 7554 3675 6306 4074 8094 1983 6753 5004 2769 6345 1287 7569 1326 5121 3387 7422 3030 4182 5124 2385 4080 2154 3093 3456 3129 3780 864 4098 3750 3858 1779 4854 3723 4161 7905 2406 4593 2826 1884 7947 3144 7326 3024 2589 3660 6558 5148 2664 5202 4524 3765 3657 2418 1932 2259 909 1239 4077 7293 7131 2445 2349 4404 7929
 5079 0 5124 7209 3558 6171 4176 4860 4029 7326 7077 4818 2910 4986 7338 8493 7365 8511 6930 4809 7506 8691 5763 8685 2679 8013 5211 4089 4503 3573 4776 6498 3207 4353 5679 8574 3429 8751 2883 1011 5952 4608 5505 771 6372 4908 5799 4788 6282 1248 3441 3906 7731 993 4587 5709 4200 3483 7878 5553 3018 5409 5937 996 7581 7854 3309 2133 1719 8661 5706 7377 1386 7632 6228 3135 4992 3786 7941 5010 2529 1710 4539 7743 2496 5256 3657 8418 4260 6906 5934 5307 4200 8889 2382 3603 6279 5733 9468 5493
 6756 5124 0 9999 3222 7869 2433 7506 2487 8382 6795 2346 4599 663 6840 10446 6879 9858 9198 2802 7746 10656 5109 9738 3552 11151 2538 5568 642 1776 8310 6261 4599 1344 2949 9141 3399 9648 2553 5193 1353 7776 513 4356 5688 417 6417 1521 8010 3879 3414 2469 9738 5484 1701 8751 2709 4716 7878 4134 3825 3684 7422 4953 10440 10587 5616 3063 4272 10893 1203 7920 3861 7749 8610 4845 3999 2499 9579 8436 3579 4593 1659 8739 2643 2781 3003 10305 7761 8526 5655 7545 5538 10662 4899 2478 9054 5358 9945 1362
 3312 7209 9999 0 10341 2466 7614 2553 7536 3090 5085 7947 10086 10326 5382 1875 5367 2787 1116 7524 4335 1983 5784 3303 6612 1251 8025 4434 9450 9456 2532 5091 10377 8661 8022 4008 10284 3570 9183 6261 11313 2604 10029 7437 5685 9594 4185 10668 2355 7707 6588 10344 1494 6216 8406 1500 7362 5289 4719 6705 6228 7059 2922 6393 441 648 4506 7725 6399 1662 11112 3879 7248 4524 1431 10332 6444 10236 2154 2274 6648 8895 8424 3183 8139 7833 6996 1932 2976 2241 5280 2457 4473 2355 9588 10032 972 5463 4497 11103
 7569 3558 3222 10341 0 8757 4272 7818 4200 9654 8649 4659 1506 2673 8802 11310 8841 11043 9831 4968 9405 11520 6987 11076 4032 11295 5028 6342 2919 1659 8103 8049 1425 3534 5553 10707 207 11067 1311 4239 3237 7782 3735 3021 7644 3321 7776 1956 8892 2661 4494 777 10548 4404 4029 8886 4500 5454 9666 6264 4518 5895 8400 4050 10752 10983 5913 2718 3951 11607 3021 9435 3093 9471 9147 1692 5874 726 10593 8304 3930 2112 3957 10065 2415 5214 4326 11205 7548 9498 7404 8103 6387 11637 2013 759 9372 7122 11589 2682
 1191 6171 7869 2466 8757 0 5436 1602 5382 1308 2721 5676 8823 8274 3045 2601 3036 2346 1422 5232 2211 2811 3333 2529 4770 3717 5700 2433 7374 7617 2832 2643 9087 6525 5640 2631 8742 2634 7497 5160 9213 2292 7830 6153 3222 7452 1722 8733 141 6288 4542 8610 1872 5235 6204 2094 5166 3339 2658 4287 4314 4668 471 5208 2880 2910 2922 6042 4893 3024 9033 1812 5769 2409 1122 9102 4083 8517 1836 2658 4848 7701 6234 1683 6393 5490 4902 2475 2829 747 2817 987 2412 2886 8433 8319 1830 3009 3462 9075
 4341 4176 2433 7614 4272 5436 0 5175 150 5967 4533 648 5127 2889 4635 8013 4674 7443 6780 726 5418 8220 2826 7344 1668 8793 1038 3186 1989 2685 6123 3960 5268 1101 1527 6798 4362 7269 3018 3777 3783 5532 2415 3495 3462 2016 3999 3495 5577 3156 1149 3789 7305 4086 792 6435 279 2400 5601 1998 1686 1626 4989 3561 8058 8190 3393 2223 2685 8460 3615 5553 2805 5442 6210 5433 1680 3738 7149 6213 1782 4527 810 6336 2142 1107 714 7872 5601 6093 3327 5157 3141 8232 5121 3588 6690 3030 7632 3693
 1275 4860 7506 2553 7818 1602 5175 0 5079 2910 3921 5577 7662 7800 4263 3633 4266 3771 2073 5187 3684 3831 3885 4053 4065 3648 5715 2013 6939 6906 1395 3633 7944 6180 5802 4230 7770 4191 6639 3867 8802 744 7572 4983 4041 7107 2550 8121 1659 5211 4095 7797 2874 3879 5967 1263 4941 2790 4137 4617 3699 4893 1662 3963 2982 3183 1953 5178 3867 3828 8595 3342 4731 3873 1371 7923 4236 7689 3144 1317 4098 6492 5979 3276 5586 5550 4518 3564 1248 2217 3528 618 2091 4038 7209 7488 1581 3600 5052 8571
 4272 4029 2487 7536 4200 5382 150 5079 0 5943 4557 798 5022 2916 4668 7965 4707 7413 6714 843 5424 8172 2853 7326 1518 8706 1185 3102 2013 2634 6009 3975 5169 1143 1668 6798 4284 7257 2931 3627 3831 5424 2496 3351 3495 2073 3975 3492 5523 3018 1026 3741 7251 3936 894 6339 300 2298 5616 2064 1551 1710 4935 3411 7977 8115 3276 2091 2535 8403 3657 5544 2658 5454 6135 5328 1710 3684 7107 6105 1632 4401 900 6318 2028 1245 585 7827 5484 6048 3339 5079 3063 8193 5004 3528 6603 3042 7638 3720
 2247 7326 8382 3090 9654 1308 5967 2910 5943 0 2163 6075 9861 8856 2406 2310 2385 1479 1992 5613 1260 2490 3411 1422 5625 4248 6009 3354 7956 8379 4098 2388 10113 7068 5835 1323 9660 1434 8361 6321 9732 3594 8268 7230 3051 7962 1968 9408 1263 7311 5250 9426 1851 6426 6681 3237 5688 4206 1629 4443 5139 4878 1395 6342 3411 3306 4023 6945 5919 2910 9576 810 6777 1443 2136 10152 4410 9339 1362 3906 5727 8781 6723 420 7245 5778 5544 2139 4131 900 2835 2295 3288 2376 9519 9150 2802 3108 2178 9660
