76 
 0 45 69 78 99 48 120 120 111 144 162 96 126 159 120 42 75 108 144 135 72 30 39 78 126 93 105 42 90 63 165 93 24 99 129 102 117 153 117 87 33 33 21 78 87 105 87 78 57 105 54 108 144 147 147 48 129 126 192 138 63 24 24 54 168 183 90 57 99 138 123 120 15 54 69 75
 45 0 72 39 60 27 84 81 102 120 129 75 84 120 78 54 54 120 102 96 45 48 75 102 126 63 63 30 48 21 150 90 30 60 93 72 78 123 105 75 78 72 63 81 45 66 54 39 81 111 45 66 108 102 153 90 87 102 153 108 60 24 48 90 138 153 54 21 78 105 93 102 27 21 36 45
 69 72 0 78 126 48 87 102 45 84 117 45 126 129 138 27 36 48 123 165 117 96 60 42 57 60 108 96 108 87 99 24 51 87 102 144 147 99 51 30 87 96 78 9 99 90 126 108 33 39 30 102 108 138 81 75 144 72 159 177 126 81 45 120 114 135 72 63 150 174 165 63 66 93 63 60
 78 39 78 0 54 36 48 42 93 93 96 57 51 84 60 72 45 126 63 90 66 87 105 117 120 36 30 63 33 27 129 87 60 21 54 81 75 93 87 63 114 111 99 81 21 27 63 42 99 111 48 27 72 69 147 120 66 75 114 108 90 63 75 126 105 117 21 21 93 102 99 81 63 48 15 21
 99 60 126 54 0 78 90 75 147 144 135 111 51 114 24 114 99 174 87 39 39 90 135 159 174 90 42 60 21 39 183 141 90 63 90 30 21 141 141 117 129 120 117 132 33 66 21 21 141 162 96 54 111 72 201 147 36 129 138 54 72 75 108 129 150 156 72 63 51 48 48 135 84 45 69 75
 48 27 48 36 78 0 69 75 78 99 114 51 87 111 93 36 30 99 96 117 72 66 69 84 102 42 66 54 63 39 126 66 27 54 81 96 99 105 78 48 81 81 69 54 51 60 75 60 63 84 18 63 96 105 129 84 99 81 144 129 84 42 42 102 120 135 42 15 102 126 117 78 36 48 24 27
 120 84 87 48 90 69 0 21 78 57 48 45 57 42 87 96 54 123 36 117 111 132 135 132 108 30 51 111 72 75 96 84 96 30 15 120 108 48 66 60 150 150 138 87 60 24 105 87 120 108 72 39 27 57 135 153 81 42 72 144 138 108 108 171 60 69 27 63 138 135 138 54 105 96 48 42
 120 81 102 42 75 75 21 0 96 78 60 63 36 42 66 105 66 141 24 99 102 129 141 144 126 42 33 105 57 66 117 102 99 21 15 105 90 66 87 75 153 153 141 102 48 15 90 75 132 123 81 21 36 39 153 159 63 63 72 126 129 105 114 171 75 81 30 63 123 117 120 75 105 87 51 48
 111 102 45 93 147 78 78 96 0 48 90 36 129 108 150 72 51 51 114 180 147 138 102 75 30 60 114 132 126 111 54 21 90 93 90 168 168 66 12 30 132 138 123 36 114 90 150 132 75 33 60 105 87 135 57 117 150 42 132 201 162 117 90 165 78 102 75 87 180 195 189 27 105 123 78 72
 144 120 84 93 144 99 57 78 48 0 45 48 114 72 141 108 69 99 84 174 159 165 144 120 69 60 105 150 126 120 39 66 120 84 66 174 165 21 36 57 168 174 159 78 111 78 156 138 120 81 87 93 51 111 90 159 138 18 90 198 180 141 123 198 33 54 75 99 189 192 192 24 132 138 87 78
 162 129 117 96 135 114 48 60 90 45 0 72 93 33 126 135 90 141 54 156 159 180 171 159 114 72 93 159 117 123 78 105 138 75 45 165 150 24 75 87 192 195 180 114 105 69 150 135 153 123 111 81 24 81 135 189 117 48 45 186 186 153 147 216 21 21 75 108 183 174 180 63 150 141 96 87
 96 75 45 57 111 51 45 63 36 48 72 0 93 84 114 63 21 78 81 144 117 117 99 87 66 24 78 105 90 78 75 39 72 57 60 135 132 57 30 15 123 126 111 42 78 54 117 99 78 63 39 69 63 102 93 117 114 30 111 165 135 93 78 150 72 90 39 54 147 159 156 27 84 93 45 36
 126 84 126 51 51 87 57 36 129 114 93 93 0 66 33 123 90 171 39 63 84 126 153 168 162 72 21 99 39 63 153 132 108 39 51 78 60 102 123 105 159 153 147 129 39 39 69 60 150 153 99 27 69 24 189 171 27 99 90 93 117 105 126 168 111 111 54 72 99 81 90 111 111 81 66 69
 159 120 129 84 114 111 42 42 108 72 33 84 66 0 99 138 96 159 27 129 144 171 177 171 138 72 72 147 99 108 108 120 138 63 30 144 126 51 96 99 192 192 180 126 90 57 132 117 159 141 114 63 21 51 162 192 90 66 33 159 171 147 150 210 54 48 69 102 162 147 156 81 144 129 90 84
 120 78 138 60 24 93 87 66 150 141 126 114 33 99 0 129 105 186 72 33 63 114 153 174 180 90 36 84 30 57 183 147 108 60 81 48 27 135 144 123 150 144 138 144 39 63 45 42 156 171 108 48 102 54 207 168 12 126 123 60 96 96 126 153 144 144 75 78 69 48 57 135 105 66 78 81
 42 54 27 72 114 36 96 105 72 108 135 63 123 138 129 0 42 69 129 150 99 72 39 48 84 66 102 72 99 72 123 51 27 87 111 126 132 120 78 51 63 69 54 36 90 93 108 93 27 63 27 99 120 138 108 57 135 93 168 162 102 54 18 96 135 153 75 51 129 159 147 84 39 75 57 57
 75 54 36 45 99 30 54 66 51 69 90 21 90 96 105 42 0 81 87 135 99 96 81 78 78 24 72 84 78 63 96 42 51 51 69 120 120 78 48 21 102 105 90 39 66 54 102 81 66 66 18 66 78 102 105 99 108 51 126 153 114 72 57 129 93 111 36 36 129 147 141 48 63 75 30 24
 108 120 48 126 174 99 123 141 51 99 141 78 171 159 186 69 81 0 162 213 165 138 84 39 33 102 153 144 156 135 90 39 96 132 138 192 195 117 63 66 117 126 114 42 147 132 174 156 54 18 78 144 138 180 42 93 189 93 186 228 171 126 84 153 129 153 117 111 198 225 213 78 111 144 108 105
 144 102 123 63 87 96 36 24 114 84 54 81 39 27 72 129 87 162 0 102 117 150 165 165 144 63 48 126 72 87 126 120 123 42 21 117 99 69 102 96 177 174 162 123 66 39 105 90 153 144 102 39 33 27 168 183 63 75 54 132 147 129 138 192 75 75 54 84 138 120 129 90 126 108 75 69
 135 96 165 90 39 117 117 99 180 174 156 144 63 129 33 150 135 213 102 0 66 120 171 198 210 123 69 93 54 78 213 177 129 93 114 39 18 165 174 153 162 153 150 168 69 96 48 57 177 198 135 81 132 81 237 183 39 159 150 30 93 108 147 156 174 177 105 102 57 18 33 165 120 81 105 111
 72 45 117 66 39 72 111 102 147 159 159 117 84 144 63 99 99 165 117 66 0 54 108 144 174 99 72 27 45 39 192 138 72 84 117 30 48 159 147 120 96 87 87 126 54 90 18 27 123 156 90 81 135 108 198 120 75 141 171 66 33 48 87 90 171 180 87 63 33 69 51 144 60 24 72 81
 30 48 96 87 90 66 132 129 138 165 180 117 126 171 114 72 96 138 150 120 54 0 63 108 156 108 108 27 87 63 189 120 48 108 141 84 102 171 141 111 45 33 36 105 87 114 72 69 87 132 78 114 159 150 177 69 123 147 201 117 36 24 54 42 186 201 105 69 78 120 102 144 33 48 84 90
 39 75 60 105 135 69 135 141 102 144 171 99 153 177 153 39 81 84 165 171 108 63 0 48 108 105 132 81 123 96 156 81 45 123 147 141 153 156 111 87 33 45 30 66 117 126 123 114 30 84 63 132 159 171 126 18 162 129 207 174 99 63 27 69 171 192 111 81 138 177 159 120 48 90 90 93
