51 
 0 108 171 279 198 153 207 108 216 306 108 189 378 243 324 171 279 252 414 189 243 63 198 261 297 171 72 144 189 297 153 54 387 279 243 279 270 171 387 504 396 405 306 342 378 126 207 108 234 216 126
 108 0 135 333 189 252 315 198 144 252 99 225 450 342 315 81 306 324 459 108 135 99 306 369 387 261 171 171 81 216 207 99 351 180 171 216 288 135 315 558 450 432 414 351 360 180 261 225 189 126 189
 171 135 0 450 324 315 315 189 279 387 225 342 549 414 459 207 432 423 576 72 216 108 333 414 468 225 243 81 153 333 144 207 486 288 90 108 423 270 441 675 567 558 423 486 504 288 378 252 324 243 297
 279 333 450 0 180 189 333 342 297 279 243 117 135 162 171 315 72 72 135 441 405 342 279 261 162 387 216 423 396 342 414 243 279 378 504 549 117 243 369 225 117 144 369 135 225 162 72 261 252 342 153
 198 189 324 180 0 225 360 297 108 126 99 81 315 270 135 144 135 207 288 297 225 243 324 351 306 360 189 333 225 162 351 144 189 189 360 405 99 63 216 378 297 252 441 162 180 108 135 261 72 153 126
 153 252 315 189 225 0 144 162 306 360 198 162 243 90 306 288 225 135 315 342 369 207 99 126 153 198 81 270 333 378 243 153 405 378 396 423 243 243 450 396 288 333 207 297 369 126 144 81 297 324 99
 207 315 315 333 360 144 0 126 414 486 297 306 360 198 459 369 369 270 450 360 450 234 54 126 243 99 180 234 396 495 189 243 540 477 405 414 396 360 576 522 423 477 108 450 513 252 288 99 423 423 234
 108 198 189 342 297 162 126 0 324 414 216 270 405 252 414 270 351 288 468 234 333 108 144 225 306 63 126 117 270 396 81 153 486 378 279 297 360 270 495 558 450 477 234 423 477 207 279 81 342 315 198
 216 144 279 297 108 306 414 324 0 108 117 189 432 369 207 72 243 315 396 225 117 234 387 432 405 387 243 315 144 72 351 171 216 81 288 342 207 63 171 486 405 351 504 252 234 189 243 315 54 54 207
 306 252 387 279 126 360 486 414 108 0 198 207 414 396 144 180 216 324 351 333 216 333 450 477 423 477 306 423 252 81 450 252 108 144 387 441 171 135 90 432 369 288 567 198 144 234 252 387 72 153 252
 108 99 225 243 99 198 297 216 117 198 0 126 360 270 234 90 207 234 360 207 180 144 279 324 315 279 126 234 153 189 252 54 279 189 270 315 189 63 279 459 360 333 396 261 279 90 171 198 126 135 108
 189 225 342 117 81 162 306 270 189 207 126 0 243 189 153 207 90 126 234 333 297 243 261 270 225 324 144 333 279 243 333 144 243 270 396 441 90 126 297 333 234 216 369 153 207 63 54 216 153 225 72
 378 450 549 135 315 243 360 405 432 414 360 243 0 162 288 450 198 126 126 558 531 441 306 243 117 432 306 513 522 477 486 351 396 513 621 657 243 369 495 171 81 198 351 243 333 270 189 324 387 468 261
 243 342 414 162 270 90 198 252 369 396 270 189 162 0 315 360 216 90 261 432 450 306 144 99 54 270 171 360 414 432 333 234 423 450 486 522 252 306 486 333 225 297 207 288 378 180 144 162 351 396 162
 324 315 459 171 135 306 459 414 207 144 234 153 288 315 0 270 99 225 207 423 333 369 414 414 324 477 297 459 351 225 477 270 108 270 486 531 63 189 207 297 234 144 513 54 63 207 171 369 153 261 225
 171 81 207 315 144 288 369 270 72 180 90 207 450 360 270 0 279 324 432 162 90 171 351 405 405 333 207 252 81 135 288 135 288 108 216 270 252 81 243 531 432 396 468 306 306 180 252 270 126 54 198
 279 306 432 72 135 225 369 351 243 216 207 90 198 216 99 279 0 126 153 414 360 333 324 315 225 405 225 423 360 279 423 225 207 315 477 522 45 198 297 252 162 126 423 81 162 153 81 288 198 288 153
 252 324 423 72 207 135 270 288 315 324 234 126 126 90 225 324 126 0 180 423 414 315 216 189 99 324 180 387 396 369 369 225 333 396 486 522 171 252 414 270 153 207 297 198 288 144 72 207 279 351 135
 414 459 576 135 288 315 450 468 396 351 360 234 126 261 207 432 153 180 0 567 513 477 396 351 234 513 351 558 513 423 549 369 297 468 630 675 189 351 414 99 45 81 468 153 234 288 198 396 342 441 288
 189 108 72 441 297 342 360 234 225 333 207 333 558 432 423 162 414 423 567 0 153 135 369 441 486 288 261 153 90 279 207 198 441 225 63 117 396 234 387 666 558 540 468 459 459 279 369 288 279 189 288
 243 135 216 405 225 369 450 333 117 216 180 297 531 450 333 90 360 414 513 153 0 225 432 495 495 396 297 279 63 144 333 216 324 81 189 243 324 162 243 603 522 468 549 378 351 270 342 351 180 72 288
 63 99 108 342 243 207 234 108 234 333 144 243 441 306 369 171 333 315 477 135 225 0 234 306 360 171 135 90 162 306 117 108 423 279 189 216 324 198 405 567 459 459 342 396 423 189 270 153 270 216 189
 198 306 333 279 324 99 54 144 387 450 279 261 306 144 414 351 324 216 396 369 432 234 0 81 189 144 153 261 387 468 216 225 504 459 414 441 342 324 540 468 360 423 117 396 468 216 243 81 387 405 198
 261 369 414 261 351 126 126 225 432 477 324 270 243 99 414 405 315 189 351 441 495 306 81 0 126 225 198 342 450 504 306 279 513 504 495 522 342 369 567 414 315 396 108 387 468 243 234 153 423 450 225
 297 387 468 162 306 153 243 306 405 423 315 225 117 54 324 405 225 99 234 486 495 360 189 126 0 324 225 414 468 468 387 288 432 486 540 576 270 342 513 288 189 279 234 297 387 225 171 225 378 441 207
 171 261 225 387 360 198 99 63 387 477 279 324 432 270 477 333 405 324 513 288 396 171 144 225 324 0 180 144 333 459 90 225 549 441 315 324 414 342 558 594 486 522 198 477 531 261 324 117 405 378 252
 72 171 243 216 189 81 180 126 243 306 126 144 306 171 297 207 225 180 351 261 297 135 153 198 225 180 0 207 252 315 198 72 369 306 315 351 234 180 396 441 333 351 270 297 351 81 153 81 243 252 72
 144 171 81 423 333 270 234 117 315 423 234 333 513 360 459 252 423 387 558 153 279 90 261 342 414 144 207 0 216 387 54 198 513 342 171 180 414 288 486 648 540 549 342 486 513 270 351 198 351 297 270
 189 81 153 396 225 333 396 270 144 252 153 279 522 414 351 81 360 396 513 90 63 162 387 450 468 333 252 216 0 189 270 180 360 135 144 198 333 162 297 612 513 477 495 387 378 252 333 306 198 99 261
 297 216 333 342 162 378 495 396 72 81 189 243 477 432 225 135 279 369 423 279 144 306 468 504 468 459 315 387 189 0 423 252 189 63 324 378 234 135 108 513 441 369 585 270 225 261 297 387 90 90 279
 153 207 144 414 351 243 189 81 351 450 252 333 486 333 477 288 423 369 549 207 333 117 216 306 387 90 198 54 270 423 0 207 540 387 234 234 423 315 522 639 531 549 288 486 531 270 351 162 378 333 270
 54 99 207 243 144 153 243 153 171 252 54 144 351 234 270 135 225 225 369 198 216 108 225 279 288 225 72 198 180 252 207 0 333 234 261 306 225 117 333 468 360 360 342 288 324 81 171 144 189 180 90
 387 351 486 279 189 405 540 486 216 108 279 243 396 423 108 288 207 333 297 441 324 423 504 513 432 549 369 513 360 189 540 333 0 243 495 549 162 225 126 369 333 225 612 153 63 288 270 450 162 261 306
 279 180 288 378 189 378 477 378 81 144 189 270 513 450 270 108 315 396 468 225 81 279 459 504 486 441 306 342 135 63 387 234 243 0 270 324 279 144 162 558 477 414 576 324 288 270 324 378 126 54 288
 243 171 90 504 360 396 405 279 288 387 270 396 621 486 486 216 477 486 630 63 189 189 414 495 540 315 315 171 144 324 234 261 495 270 0 54 459 297 432 729 621 603 513 522 522 342 432 342 342 243 351
 279 216 108 549 405 423 414 297 342 441 315 441 657 522 531 270 522 522 675 117 243 216 441 522 576 324 351 180 198 378 234 306 549 324 54 0 504 342 486 774 666 648 522 567 576 387 477 360 396 297 396
 270 288 423 117 99 243 396 360 207 171 189 90 243 252 63 252 45 171 189 396 324 324 342 342 270 414 234 414 333 234 423 225 162 279 459 504 0 162 252 279 207 144 450 63 126 153 108 306 153 252 162
 171 135 270 243 63 243 360 270 63 135 63 126 369 306 189 81 198 252 351 234 162 198 324 369 342 342 180 288 162 135 315 117 225 144 297 342 162 0 216 441 351 315 441 225 234 126 180 252 72 99 144
 387 315 441 369 216 450 576 495 171 90 279 297 495 486 207 243 297 414 414 387 243 405 540 567 513 558 396 486 297 108 522 333 126 162 432 486 252 216 0 495 441 342 657 261 189 324 342 468 153 198 342
 504 558 675 225 378 396 522 558 486 432 459 333 171 333 297 531 252 270 99 666 603 567 468 414 288 594 441 648 612 513 639 468 369 558 729 774 279 441 495 0 108 144 522 243 306 387 297 477 432 540 378
 396 450 567 117 297 288 423 450 405 369 360 234 81 225 234 432 162 153 45 558 522 459 360 315 189 486 333 540 513 441 531 360 333 477 621 666 207 351 441 108 0 117 423 180 270 279 189 369 360 450 270
 405 432 558 144 252 333 477 477 351 288 333 216 198 297 144 396 126 207 81 540 468 459 423 396 279 522 351 549 477 369 549 360 225 414 603 648 144 315 342 144 117 0 504 90 162 279 198 405 288 396 279
 306 414 423 369 441 207 108 234 504 567 396 369 351 207 513 468 423 297 468 468 549 342 117 108 234 198 270 342 495 585 288 342 612 576 513 522 450 441 657 522 423 504 0 495 576 333 342 198 504 522 315
 342 351 486 135 162 297 450 423 252 198 261 153 243 288 54 306 81 198 153 459 378 396 396 387 297 477 297 486 387 270 486 288 153 324 522 567 63 225 261 243 180 90 495 0 90 216 162 360 198 306 225
 378 360 504 225 180 369 513 477 234 144 279 207 333 378 63 306 162 288 234 459 351 423 468 468 387 531 351 513 378 225 531 324 63 288 522 576 126 234 189 306 270 162 576 90 0 270 234 423 180 288 279
 126 180 288 162 108 126 252 207 189 234 90 63 270 180 207 180 153 144 288 279 270 189 216 243 225 261 81 270 252 261 270 81 288 270 342 387 153 126 324 387 279 279 333 216 270 0 90 153 171 216 18
